loss,iou,precision,recall,f1_score,val_loss,val_iou,val_precision,val_recall,val_f1_score,lr
0.27851173281669617,0.9666478633880615,0.9637985825538635,0.9872053861618042,0.9748949408531189,0.3225688636302948,0.927747368812561,0.905123770236969,0.9923298358917236,0.9483715295791626,8e-06
0.27606120705604553,0.9672662019729614,0.9640929698944092,0.987854540348053,0.9756233096122742,0.3215465247631073,0.9277636408805847,0.9058670997619629,0.99141925573349,0.9483859539031982,8e-06
0.27376094460487366,0.9674164056777954,0.9643252491950989,0.9878399968147278,0.9758217930793762,0.3275351822376251,0.9251605272293091,0.901261031627655,0.9927319884300232,0.9465125799179077,8e-06
0.27337756752967834,0.9675619602203369,0.9646963477134705,0.9876700043678284,0.9759224057197571,0.3209662139415741,0.9276829957962036,0.9053565859794617,0.9919235110282898,0.9483667016029358,8e-06
0.2744155526161194,0.9674981832504272,0.9643674492835999,0.9879222512245178,0.9756619334220886,0.3247948884963989,0.9258972406387329,0.9026612639427185,0.992232620716095,0.9470695853233337,1.6e-06
0.27492693066596985,0.9677097797393799,0.9646531939506531,0.9879463315010071,0.9757423400878906,0.3269982635974884,0.9247758388519287,0.9010664820671082,0.9923069477081299,0.9462670683860779,1.6e-06
0.2747209072113037,0.9676211476325989,0.9646634459495544,0.9877974390983582,0.9755598902702332,0.3276485204696655,0.9243718385696411,0.9004013538360596,0.992450475692749,0.9459880590438843,1.6e-06
0.2736644744873047,0.9676119685173035,0.9645835757255554,0.9878683686256409,0.9756373763084412,0.328350692987442,0.9239532947540283,0.8997766971588135,0.992517352104187,0.9456914663314819,1.6e-06
0.27336132526397705,0.9678345918655396,0.9650041460990906,0.9877656698226929,0.9759880304336548,0.3286075294017792,0.9237607717514038,0.8994948267936707,0.9925412535667419,0.9455540180206299,3.2e-07
0.2729743421077728,0.9674574136734009,0.9643445014953613,0.9878833889961243,0.9757057428359985,0.32847437262535095,0.923749566078186,0.8995299935340881,0.9924762845039368,0.9455463290214539,3.2e-07
